params,losses,mean_loss
"{'batch_size': 2048, 'dropout1': 0.231, 'dropout2': 0.396, 'dropout3': 0.066, 'dropout4': 0.204, 'dropout5': 0.477, 'dropout6': 0.383, 'dropout7': 0.169, 'dropout8': 0.097, 'hidden_size1': 1024, 'hidden_size2': 448, 'hidden_size3': 1024, 'hidden_size4': 512, 'hidden_size5': 896, 'hidden_size6': 48, 'hidden_size7': 1024, 'hidden_size8': 256, 'learning_rate': 2e-05, 'n_layers': 6, 'num_epochs': 35}","[0.7861809865043199, 0.7842116693056291, 0.7891734276266258]",0.7865220278121917
"{'batch_size': 10240, 'dropout1': 0.068, 'dropout2': 0.06, 'dropout3': 0.146, 'dropout4': 0.375, 'dropout5': 0.36, 'dropout6': 0.034, 'dropout7': 0.362, 'dropout8': 0.216, 'hidden_size1': 128, 'hidden_size2': 1024, 'hidden_size3': 64, 'hidden_size4': 896, 'hidden_size5': 256, 'hidden_size6': 128, 'hidden_size7': 32, 'hidden_size8': 32, 'learning_rate': 0.001, 'n_layers': 3, 'num_epochs': 45}","[0.7576645610353421, 0.7530317236648396, 0.76339898928598]",0.7580317579953872
"{'batch_size': 2560, 'dropout1': 0.401, 'dropout2': 0.363, 'dropout3': 0.118, 'dropout4': 0.221, 'dropout5': 0.071, 'dropout6': 0.011, 'dropout7': 0.416, 'dropout8': 0.131, 'hidden_size1': 256, 'hidden_size2': 48, 'hidden_size3': 1024, 'hidden_size4': 256, 'hidden_size5': 1024, 'hidden_size6': 896, 'hidden_size7': 256, 'hidden_size8': 64, 'learning_rate': 0.0004, 'n_layers': 5, 'num_epochs': 30}","[0.7862550324284556, 0.7842046180894048, 0.7893713698037925]",0.7866103401072176
"{'batch_size': 4096, 'dropout1': 0.165, 'dropout2': 0.278, 'dropout3': 0.173, 'dropout4': 0.015, 'dropout5': 0.467, 'dropout6': 0.429, 'dropout7': 0.249, 'dropout8': 0.437, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 96, 'hidden_size7': 64, 'hidden_size8': 48, 'learning_rate': 0.0007000000000000001, 'n_layers': 4, 'num_epochs': 20}","[0.7873161257275925, 0.7845709955687027, 0.7905541470100937]",0.7874804227687963
"{'batch_size': 512, 'dropout1': 0.066, 'dropout2': 0.264, 'dropout3': 0.036, 'dropout4': 0.373, 'dropout5': 0.037, 'dropout6': 0.085, 'dropout7': 0.037, 'dropout8': 0.209, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 512, 'hidden_size7': 64, 'hidden_size8': 896, 'learning_rate': 0.0007000000000000001, 'n_layers': 2, 'num_epochs': 20}","[0.7768859321159398, 0.7736847027913318, 0.7792391914174136]",0.7766032754415617
"{'batch_size': 128, 'dropout1': 0.325, 'dropout2': 0.092, 'dropout3': 0.383, 'dropout4': 0.024, 'dropout5': 0.465, 'dropout6': 0.154, 'dropout7': 0.257, 'dropout8': 0.474, 'hidden_size1': 96, 'hidden_size2': 448, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 256, 'hidden_size7': 64, 'hidden_size8': 96, 'learning_rate': 0.0007000000000000001, 'n_layers': 7, 'num_epochs': 20}","[0.7855375040482467, 0.7821481643448768, 0.7877993191431063]",0.7851616625120766
"{'batch_size': 4096, 'dropout1': 0.301, 'dropout2': 0.278, 'dropout3': 0.033, 'dropout4': 0.054, 'dropout5': 0.463, 'dropout6': 0.479, 'dropout7': 0.463, 'dropout8': 0.273, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 1024, 'hidden_size7': 64, 'hidden_size8': 48, 'learning_rate': 0.009000000000000001, 'n_layers': 8, 'num_epochs': 20}","[0.7873562873174746, 0.7852133170615003, 0.7904000915930487]",0.7876565653240079
"{'batch_size': 5120, 'dropout1': 0.311, 'dropout2': 0.312, 'dropout3': 0.398, 'dropout4': 0.429, 'dropout5': 0.093, 'dropout6': 0.409, 'dropout7': 0.028, 'dropout8': 0.399, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 1024, 'hidden_size7': 64, 'hidden_size8': 1024, 'learning_rate': 0.0009000000000000001, 'n_layers': 8, 'num_epochs': 20}","[0.7855177173809291, 0.7842319375812219, 0.7900545340728001]",0.7866013963449837
"{'batch_size': 1024, 'dropout1': 0.309, 'dropout2': 0.171, 'dropout3': 0.219, 'dropout4': 0.054, 'dropout5': 0.234, 'dropout6': 0.331, 'dropout7': 0.271, 'dropout8': 0.251, 'hidden_size1': 896, 'hidden_size2': 32, 'hidden_size3': 96, 'hidden_size4': 48, 'hidden_size5': 64, 'hidden_size6': 1024, 'hidden_size7': 512, 'hidden_size8': 448, 'learning_rate': 0.009000000000000001, 'n_layers': 8, 'num_epochs': 40}","[0.7756003613006386, 0.7730102120298177, 0.7777286407322506]",0.775446404687569
"{'batch_size': 2560, 'dropout1': 0.349, 'dropout2': 0.291, 'dropout3': 0.494, 'dropout4': 0.458, 'dropout5': 0.261, 'dropout6': 0.262, 'dropout7': 0.356, 'dropout8': 0.096, 'hidden_size1': 96, 'hidden_size2': 256, 'hidden_size3': 128, 'hidden_size4': 32, 'hidden_size5': 96, 'hidden_size6': 1024, 'hidden_size7': 96, 'hidden_size8': 128, 'learning_rate': 0.009000000000000001, 'n_layers': 8, 'num_epochs': 5}","[0.7830729961754486, 0.780639639222943, 0.7873406989006178]",0.7836844447663364
"{'batch_size': 256, 'dropout1': 0.057, 'dropout2': 0.038, 'dropout3': 0.268, 'dropout4': 0.365, 'dropout5': 0.168, 'dropout6': 0.199, 'dropout7': 0.377, 'dropout8': 0.481, 'hidden_size1': 48, 'hidden_size2': 96, 'hidden_size3': 448, 'hidden_size4': 96, 'hidden_size5': 48, 'hidden_size6': 1024, 'hidden_size7': 48, 'hidden_size8': 48, 'learning_rate': 0.005, 'n_layers': 8, 'num_epochs': 15}","[0.7812687663759632, 0.7773655105864936, 0.7821757147939479]",0.7802699972521349
"{'batch_size': 4096, 'dropout1': 0.437, 'dropout2': 0.288, 'dropout3': 0.047, 'dropout4': 0.184, 'dropout5': 0.078, 'dropout6': 0.254, 'dropout7': 0.463, 'dropout8': 0.273, 'hidden_size1': 448, 'hidden_size2': 512, 'hidden_size3': 512, 'hidden_size4': 1024, 'hidden_size5': 512, 'hidden_size6': 64, 'hidden_size7': 896, 'hidden_size8': 32, 'learning_rate': 6e-05, 'n_layers': 8, 'num_epochs': 50}","[0.7841631348535947, 0.7820559261424587, 0.7878954521611734]",0.7847048377190756
"{'batch_size': 12800, 'dropout1': 0.463, 'dropout2': 0.268, 'dropout3': 0.309, 'dropout4': 0.038, 'dropout5': 0.275, 'dropout6': 0.22, 'dropout7': 0.191, 'dropout8': 0.002, 'hidden_size1': 64, 'hidden_size2': 448, 'hidden_size3': 256, 'hidden_size4': 64, 'hidden_size5': 448, 'hidden_size6': 1024, 'hidden_size7': 128, 'hidden_size8': 512, 'learning_rate': 0.03, 'n_layers': 5, 'num_epochs': 25}","[0.7793606707954419, 0.7777336624963982, 0.7858687756543017]",0.7809877029820473
"{'batch_size': 2560, 'dropout1': 0.479, 'dropout2': 0.394, 'dropout3': 0.033, 'dropout4': 0.007, 'dropout5': 0.362, 'dropout6': 0.486, 'dropout7': 0.368, 'dropout8': 0.181, 'hidden_size1': 96, 'hidden_size2': 128, 'hidden_size3': 32, 'hidden_size4': 128, 'hidden_size5': 896, 'hidden_size6': 448, 'hidden_size7': 64, 'hidden_size8': 256, 'learning_rate': 0.00030000000000000003, 'n_layers': 8, 'num_epochs': 20}","[0.7802949797967568, 0.7792446599136875, 0.7853820773559097]",0.7816405723554514
"{'batch_size': 10240, 'dropout1': 0.368, 'dropout2': 0.392, 'dropout3': 0.139, 'dropout4': 0.409, 'dropout5': 0.293, 'dropout6': 0.041, 'dropout7': 0.077, 'dropout8': 0.463, 'hidden_size1': 1024, 'hidden_size2': 64, 'hidden_size3': 48, 'hidden_size4': 48, 'hidden_size5': 128, 'hidden_size6': 48, 'hidden_size7': 96, 'hidden_size8': 128, 'learning_rate': 0.009000000000000001, 'n_layers': 5, 'num_epochs': 30}","[0.7866627342644285, 0.7844276816645547, 0.7894291133635363]",0.7868398430975064
"{'batch_size': 4096, 'dropout1': 0.436, 'dropout2': 0.253, 'dropout3': 0.164, 'dropout4': 0.344, 'dropout5': 0.101, 'dropout6': 0.123, 'dropout7': 0.372, 'dropout8': 0.09, 'hidden_size1': 512, 'hidden_size2': 32, 'hidden_size3': 896, 'hidden_size4': 512, 'hidden_size5': 32, 'hidden_size6': 1024, 'hidden_size7': 32, 'hidden_size8': 48, 'learning_rate': 4e-05, 'n_layers': 6, 'num_epochs': 10}","[0.7765166497750664, 0.7747183742426242, 0.7805023198046462]",0.7772457812741123
"{'batch_size': 2048, 'dropout1': 0.087, 'dropout2': 0.129, 'dropout3': 0.464, 'dropout4': 0.239, 'dropout5': 0.463, 'dropout6': 0.421, 'dropout7': 0.167, 'dropout8': 0.137, 'hidden_size1': 32, 'hidden_size2': 448, 'hidden_size3': 64, 'hidden_size4': 448, 'hidden_size5': 1024, 'hidden_size6': 32, 'hidden_size7': 448, 'hidden_size8': 96, 'learning_rate': 0.01, 'n_layers': 7, 'num_epochs': 35}","[0.7828289735638879, 0.7777087199705797, 0.7830229353593146]",0.7811868762979275
"{'batch_size': 512, 'dropout1': 0.494, 'dropout2': 0.284, 'dropout3': 0.247, 'dropout4': 0.102, 'dropout5': 0.329, 'dropout6': 0.104, 'dropout7': 0.463, 'dropout8': 0.166, 'hidden_size1': 96, 'hidden_size2': 896, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 896, 'hidden_size7': 512, 'hidden_size8': 64, 'learning_rate': 1e-05, 'n_layers': 2, 'num_epochs': 30}","[0.771471555884464, 0.7688866690698306, 0.7752971129539064]",0.771885112636067
"{'batch_size': 5120, 'dropout1': 0.125, 'dropout2': 0.189, 'dropout3': 0.209, 'dropout4': 0.449, 'dropout5': 0.062, 'dropout6': 0.479, 'dropout7': 0.009, 'dropout8': 0.273, 'hidden_size1': 896, 'hidden_size2': 256, 'hidden_size3': 128, 'hidden_size4': 96, 'hidden_size5': 96, 'hidden_size6': 512, 'hidden_size7': 96, 'hidden_size8': 896, 'learning_rate': 0.02, 'n_layers': 3, 'num_epochs': 40}","[0.7517970777409735, 0.7451102680453452, 0.7587904187169701]",0.7518992548344295
"{'batch_size': 4096, 'dropout1': 0.301, 'dropout2': 0.416, 'dropout3': 0.264, 'dropout4': 0.212, 'dropout5': 0.214, 'dropout6': 0.404, 'dropout7': 0.036, 'dropout8': 0.098, 'hidden_size1': 48, 'hidden_size2': 32, 'hidden_size3': 96, 'hidden_size4': 48, 'hidden_size5': 256, 'hidden_size6': 1024, 'hidden_size7': 64, 'hidden_size8': 448, 'learning_rate': 0.006, 'n_layers': 5, 'num_epochs': 5}","[0.7818717602180356, 0.7798708585808938, 0.7863515647834274]",0.782698061194119
"{'batch_size': 2560, 'dropout1': 0.387, 'dropout2': 0.077, 'dropout3': 0.461, 'dropout4': 0.248, 'dropout5': 0.233, 'dropout6': 0.442, 'dropout7': 0.426, 'dropout8': 0.476, 'hidden_size1': 128, 'hidden_size2': 512, 'hidden_size3': 448, 'hidden_size4': 32, 'hidden_size5': 64, 'hidden_size6': 256, 'hidden_size7': 48, 'hidden_size8': 48, 'learning_rate': 3.0000000000000004e-05, 'n_layers': 8, 'num_epochs': 20}","[0.7779461423301006, 0.7746002749642272, 0.7819854536195145]",0.7781772903046141
"{'batch_size': 128, 'dropout1': 0.4, 'dropout2': 0.357, 'dropout3': 0.224, 'dropout4': 0.068, 'dropout5': 0.211, 'dropout6': 0.054, 'dropout7': 0.132, 'dropout8': 0.426, 'hidden_size1': 448, 'hidden_size2': 1024, 'hidden_size3': 256, 'hidden_size4': 1024, 'hidden_size5': 128, 'hidden_size6': 128, 'hidden_size7': 1024, 'hidden_size8': 128, 'learning_rate': 8e-05, 'n_layers': 5, 'num_epochs': 50}","[0.7842023086307559, 0.7815969100622557, 0.7873682619430775]",0.7843891602120298
"{'batch_size': 4096, 'dropout1': 0.156, 'dropout2': 0.477, 'dropout3': 0.173, 'dropout4': 0.312, 'dropout5': 0.262, 'dropout6': 0.323, 'dropout7': 0.341, 'dropout8': 0.043, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 96, 'hidden_size7': 64, 'hidden_size8': 48, 'learning_rate': 0.0007000000000000001, 'n_layers': 4, 'num_epochs': 20}","[0.7873720485170385, 0.7847659720759917, 0.7888464262925664]",0.7869948156285322
"{'batch_size': 4096, 'dropout1': 0.374, 'dropout2': 0.36, 'dropout3': 0.442, 'dropout4': 0.392, 'dropout5': 0.117, 'dropout6': 0.482, 'dropout7': 0.25, 'dropout8': 0.022, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 96, 'hidden_size7': 64, 'hidden_size8': 48, 'learning_rate': 0.008, 'n_layers': 4, 'num_epochs': 20}","[0.7868757675357188, 0.7844148967161175, 0.7901121651116787]",0.787134276454505
"{'batch_size': 4096, 'dropout1': 0.347, 'dropout2': 0.069, 'dropout3': 0.049, 'dropout4': 0.218, 'dropout5': 0.175, 'dropout6': 0.33, 'dropout7': 0.114, 'dropout8': 0.304, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 96, 'hidden_size7': 64, 'hidden_size8': 48, 'learning_rate': 0.0008, 'n_layers': 4, 'num_epochs': 20}","[0.7854361045801146, 0.7835940549218516, 0.7898973175862813]",0.7863091590294159
"{'batch_size': 4096, 'dropout1': 0.434, 'dropout2': 0.02, 'dropout3': 0.062, 'dropout4': 0.006, 'dropout5': 0.272, 'dropout6': 0.004, 'dropout7': 0.309, 'dropout8': 0.084, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 448, 'hidden_size7': 64, 'hidden_size8': 48, 'learning_rate': 0.0002, 'n_layers': 4, 'num_epochs': 20}","[0.7817269693611133, 0.7806174218476807, 0.7861424261715306]",0.7828289391267749
"{'batch_size': 4096, 'dropout1': 0.165, 'dropout2': 0.375, 'dropout3': 0.142, 'dropout4': 0.262, 'dropout5': 0.348, 'dropout6': 0.047, 'dropout7': 0.262, 'dropout8': 0.33, 'hidden_size1': 96, 'hidden_size2': 448, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 96, 'hidden_size7': 896, 'hidden_size8': 48, 'learning_rate': 0.004, 'n_layers': 4, 'num_epochs': 15}","[0.7877076352119663, 0.7855725219322869, 0.7889349726848693]",0.7874050432763742
"{'batch_size': 1024, 'dropout1': 0.244, 'dropout2': 0.12, 'dropout3': 0.374, 'dropout4': 0.121, 'dropout5': 0.16, 'dropout6': 0.168, 'dropout7': 0.023, 'dropout8': 0.133, 'hidden_size1': 64, 'hidden_size2': 128, 'hidden_size3': 32, 'hidden_size4': 896, 'hidden_size5': 256, 'hidden_size6': 64, 'hidden_size7': 64, 'hidden_size8': 1024, 'learning_rate': 5e-05, 'n_layers': 6, 'num_epochs': 20}","[0.7826749855515011, 0.7807306648401549, 0.7861497634762853]",0.7831851379559804
"{'batch_size': 4096, 'dropout1': 0.13, 'dropout2': 0.305, 'dropout3': 0.141, 'dropout4': 0.443, 'dropout5': 0.37, 'dropout6': 0.201, 'dropout7': 0.084, 'dropout8': 0.437, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 1024, 'hidden_size4': 64, 'hidden_size5': 48, 'hidden_size6': 1024, 'hidden_size7': 128, 'hidden_size8': 48, 'learning_rate': 9e-05, 'n_layers': 7, 'num_epochs': 30}","[0.7865207911292446, 0.7834177767190824, 0.7902237331228547]",0.7867207669903938
"{'batch_size': 12800, 'dropout1': 0.276, 'dropout2': 0.247, 'dropout3': 0.306, 'dropout4': 0.352, 'dropout5': 0.402, 'dropout6': 0.081, 'dropout7': 0.306, 'dropout8': 0.389, 'hidden_size1': 96, 'hidden_size2': 64, 'hidden_size3': 512, 'hidden_size4': 48, 'hidden_size5': 32, 'hidden_size6': 96, 'hidden_size7': 96, 'hidden_size8': 128, 'learning_rate': 0.04, 'n_layers': 2, 'num_epochs': 25}","[0.7837393842315524, 0.7827107059487204, 0.7882137974243025]",0.7848879625348584
"{'batch_size': 256, 'dropout1': 0.429, 'dropout2': 0.22, 'dropout3': 0.34, 'dropout4': 0.487, 'dropout5': 0.335, 'dropout6': 0.378, 'dropout7': 0.024, 'dropout8': 0.452, 'hidden_size1': 32, 'hidden_size2': 896, 'hidden_size3': 896, 'hidden_size4': 128, 'hidden_size5': 448, 'hidden_size6': 32, 'hidden_size7': 64, 'hidden_size8': 256, 'learning_rate': 0.0006000000000000001, 'n_layers': 3, 'num_epochs': 10}","[0.7767281553669521, 0.775237391837242, 0.7832671347768623]",0.7784108939936853
"{'batch_size': 2560, 'dropout1': 0.222, 'dropout2': 0.377, 'dropout3': 0.299, 'dropout4': 0.357, 'dropout5': 0.083, 'dropout6': 0.035, 'dropout7': 0.125, 'dropout8': 0.077, 'hidden_size1': 512, 'hidden_size2': 96, 'hidden_size3': 48, 'hidden_size4': 448, 'hidden_size5': 512, 'hidden_size6': 48, 'hidden_size7': 96, 'hidden_size8': 512, 'learning_rate': 0.007, 'n_layers': 8, 'num_epochs': 20}","[0.7827182280448611, 0.7824115422172235, 0.7840561999614228]",0.7830619900745024
"{'batch_size': 2048, 'dropout1': 0.358, 'dropout2': 0.029, 'dropout3': 0.492, 'dropout4': 0.157, 'dropout5': 0.08, 'dropout6': 0.429, 'dropout7': 0.39, 'dropout8': 0.239, 'hidden_size1': 96, 'hidden_size2': 448, 'hidden_size3': 1024, 'hidden_size4': 512, 'hidden_size5': 256, 'hidden_size6': 1024, 'hidden_size7': 448, 'hidden_size8': 48, 'learning_rate': 7.000000000000001e-05, 'n_layers': 4, 'num_epochs': 35}","[0.7835235797229223, 0.7808576384433976, 0.788006661178647]",0.7841292931149889
"{'batch_size': 10240, 'dropout1': 0.043, 'dropout2': 0.457, 'dropout3': 0.419, 'dropout4': 0.098, 'dropout5': 0.491, 'dropout6': 0.058, 'dropout7': 0.325, 'dropout8': 0.415, 'hidden_size1': 1024, 'hidden_size2': 32, 'hidden_size3': 64, 'hidden_size4': 48, 'hidden_size5': 896, 'hidden_size6': 896, 'hidden_size7': 32, 'hidden_size8': 32, 'learning_rate': 0.003, 'n_layers': 5, 'num_epochs': 30}","[0.7801222204901086, 0.771053294789418, 0.7731635329011886]",0.774779682726905
"{'batch_size': 512, 'dropout1': 0.113, 'dropout2': 0.114, 'dropout3': 0.33, 'dropout4': 0.065, 'dropout5': 0.44, 'dropout6': 0.048, 'dropout7': 0.249, 'dropout8': 0.095, 'hidden_size1': 896, 'hidden_size2': 256, 'hidden_size3': 128, 'hidden_size4': 96, 'hidden_size5': 1024, 'hidden_size6': 512, 'hidden_size7': 1024, 'hidden_size8': 64, 'learning_rate': 0.0005, 'n_layers': 4, 'num_epochs': 40}","[0.7400455738029832, 0.7431159406468094, 0.7493446014499482]",0.7441687052999136
"{'batch_size': 4096, 'dropout1': 0.499, 'dropout2': 0.145, 'dropout3': 0.178, 'dropout4': 0.289, 'dropout5': 0.289, 'dropout6': 0.122, 'dropout7': 0.112, 'dropout8': 0.436, 'hidden_size1': 128, 'hidden_size2': 1024, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 48, 'hidden_size6': 128, 'hidden_size7': 512, 'hidden_size8': 96, 'learning_rate': 0.0001, 'n_layers': 5, 'num_epochs': 5}","[0.7727546545562662, 0.7703205473463881, 0.7778442897211538]",0.7736398305412694
"{'batch_size': 5120, 'dropout1': 0.363, 'dropout2': 0.233, 'dropout3': 0.452, 'dropout4': 0.015, 'dropout5': 0.467, 'dropout6': 0.394, 'dropout7': 0.144, 'dropout8': 0.136, 'hidden_size1': 96, 'hidden_size2': 32, 'hidden_size3': 448, 'hidden_size4': 896, 'hidden_size5': 64, 'hidden_size6': 256, 'hidden_size7': 64, 'hidden_size8': 896, 'learning_rate': 0.001, 'n_layers': 8, 'num_epochs': 20}","[0.7852180777118598, 0.7829884148967099, 0.7892271643878096]",0.7858112189987931
"{'batch_size': 2560, 'dropout1': 0.255, 'dropout2': 0.278, 'dropout3': 0.258, 'dropout4': 0.087, 'dropout5': 0.178, 'dropout6': 0.355, 'dropout7': 0.404, 'dropout8': 0.02, 'hidden_size1': 448, 'hidden_size2': 448, 'hidden_size3': 1024, 'hidden_size4': 32, 'hidden_size5': 96, 'hidden_size6': 448, 'hidden_size7': 48, 'hidden_size8': 128, 'learning_rate': 2e-05, 'n_layers': 6, 'num_epochs': 45}","[0.7862855597336978, 0.7830316391026835, 0.7897806749906662]",0.7863659579423491
"{'batch_size': 1024, 'dropout1': 0.299, 'dropout2': 0.488, 'dropout3': 0.356, 'dropout4': 0.492, 'dropout5': 0.384, 'dropout6': 0.075, 'dropout7': 0.331, 'dropout8': 0.236, 'hidden_size1': 48, 'hidden_size2': 512, 'hidden_size3': 96, 'hidden_size4': 1024, 'hidden_size5': 256, 'hidden_size6': 1024, 'hidden_size7': 896, 'hidden_size8': 448, 'learning_rate': 0.0007000000000000001, 'n_layers': 7, 'num_epochs': 50}","[0.7864022239602655, 0.7837841803047739, 0.7892314394918347]",0.7864726145856246
"{'batch_size': 4096, 'dropout1': 0.08, 'dropout2': 0.462, 'dropout3': 0.41, 'dropout4': 0.067, 'dropout5': 0.476, 'dropout6': 0.445, 'dropout7': 0.287, 'dropout8': 0.382, 'hidden_size1': 256, 'hidden_size2': 128, 'hidden_size3': 256, 'hidden_size4': 256, 'hidden_size5': 48, 'hidden_size6': 96, 'hidden_size7': 256, 'hidden_size8': 1024, 'learning_rate': 0.005, 'n_layers': 2, 'num_epochs': 15}","[0.7861637668960502, 0.7859011912689875, 0.7844353986229622]",0.7855001189293332
"{'batch_size': 256, 'dropout1': 0.36, 'dropout2': 0.278, 'dropout3': 0.101, 'dropout4': 0.481, 'dropout5': 0.151, 'dropout6': 0.448, 'dropout7': 0.238, 'dropout8': 0.253, 'hidden_size1': 64, 'hidden_size2': 96, 'hidden_size3': 32, 'hidden_size4': 64, 'hidden_size5': 128, 'hidden_size6': 64, 'hidden_size7': 96, 'hidden_size8': 48, 'learning_rate': 0.002, 'n_layers': 3, 'num_epochs': 30}","[0.7855213103483503, 0.7828413329264469, 0.7910436974226683]",0.7864687802324885
"{'batch_size': 128, 'dropout1': 0.5, 'dropout2': 0.135, 'dropout3': 0.071, 'dropout4': 0.12, 'dropout5': 0.473, 'dropout6': 0.21, 'dropout7': 0.367, 'dropout8': 0.291, 'hidden_size1': 96, 'hidden_size2': 64, 'hidden_size3': 512, 'hidden_size4': 48, 'hidden_size5': 448, 'hidden_size6': 1024, 'hidden_size7': 128, 'hidden_size8': 128, 'learning_rate': 0.009000000000000001, 'n_layers': 8, 'num_epochs': 25}","[0.7824061367748949, 0.7812770729827017, 0.7871923887615337]",0.7836251995063769
